,Price (Tỷ),Area (m2),Price Per m2 (tr/m2),Location,In-Out
2531,5.8,60.0,96.67,hà đông,Quận
2532,11.2,90.0,124.44,tây hồ,Quận
2533,15.6,120.0,130.0,tây hồ,Quận
2534,4.75,53.0,89.62,nam từ liêm,Quận
2535,3.15,36.0,87.5,ba đình,Quận
2536,7.92,72.0,110.0,đống đa,Quận
2537,1.9,30.0,63.33,hoàn kiếm,Quận
2538,2.65,32.0,82.81,hoàn kiếm,Quận
2539,5.0,75.0,66.67,tây hồ,Quận
2540,3.4,45.0,75.56,thanh xuân,Quận
2541,3.38,38.0,88.95,hoàn kiếm,Quận
2542,8.6,63.0,136.51,ba đình,Quận
2543,3.1,52.0,59.62,tây hồ,Quận
2544,3.85,40.0,96.25,ba đình,Quận
2545,4.0,32.0,125.0,hoàn kiếm,Quận
2546,3.5,70.0,50.0,thanh trì,Huyện
2547,12.5,92.0,135.87,ba đình,Quận
2548,4.5,55.0,81.82,ba đình,Quận
2549,4.6,55.0,83.64,đống đa,Quận
2550,5.35,47.0,113.83,thanh trì,Huyện
2551,17.5,200.0,87.5,tây hồ,Quận
2552,4.95,52.0,95.19,ba đình,Quận
2553,4.8,48.0,100.0,nam từ liêm,Quận
